"spo","pval","gene","funct","NCBI","padj"
"SPO0364",0.1482,"SPO0364","decarboxylase, pyridoxal-dependent","SPO_RS01845",0.861588419405321
"SPO0365",0,"SPO0365","hypothetical protein","SPO_RS01850",0
"SPO0366",0.0282,"deoD","purine nucleoside phosphorylase","SPO_RS01855",0.333809659090909
"SPO0367",0,"SPO0367","DNA-binding protein, H-NS family","SPO_RS01860",0
"SPO0368",0,"SPO0368","methylmalonyl-CoA mutase","SPO_RS01865",0
"SPO0369",0.783,"SPO0369","acyltransferase family protein","SPO_RS01870",1
"SPO0370",0.9954,"ccrA","crotonyl-CoA reductase","SPO_RS01875",1
"SPO0371",0.2222,"luxR-1","autoinducer-binding transcriptional regulator LuxR","SPO_RS01880",1
"SPO0372",0.9848,"SPO0372","autoinducer synthesis protein","SPO_RS01885",1
"SPO0373",0.9966,"SPO0373","helicase, ATP-dependent, putative","SPO_RS01890",1
"SPO0374",0.4386,"SPO0374","hypothetical protein","SPO_RS01895",1
"SPO0375",0.625,"SPO0375","membrane protein","SPO_RS01900",1
"SPO0376",1.0002,"SPO0376","sugar ABC transporter, permease protein","SPO_RS01905",1
"SPO0377",0.9898,"SPO0377","sugar ABC transporter, permease protein","SPO_RS01910",1
"SPO0378",1.0146,"SPO0378","sugar ABC transporter, ATP-binding protein","SPO_RS01915",1
"SPO0379",0.9956,"SPO0379","sugar ABC transporter, periplasmic sugar-binding protein","SPO_RS01920",1
"SPO0380",0.601,"SPO0380","ribosomal-protein-alanine acetyltransferase, putative","SPO_RS01925",1
"SPO0383",0.8866,"azoR","FMN-dependent NADH-azoreductase (EC 1.7.1.17)","SPO_RS01940",1
"SPO0384",1.0042,"SPO0384","hypothetical protein","SPO_RS22095",1
"SPO0385",0.7738,"SPO0385","2-hydroxychromene-2-carboxylate isomerase, putative","SPO_RS01950",1
"SPO0386",0.0304,"SPO0386","universal stress family protein","SPO_RS01955",0.333809659090909
"SPO0387",0.9228,"SPO0387","hypothetical protein","SPO_RS01960",1
"SPO0388",0,"SPO0388","aminotransferase, class IV","SPO_RS01965",0
"SPO0389",0.8494,"SPO0389","transcriptional regulator, AsnC family","SPO_RS01970",1
"SPO0390",1.514,"SPO0390","glutamate/leucine/phenylalanine/valine dehydrogenase family protein","SPO_RS01975",1
"SPO0391",1.0046,"bphC3","biphenyl-2,3-diol 1,2-dioxygenase III","SPO_RS01980",1
"SPO0393",0.0604,"SPO0393","rhomboid family protein","SPO_RS01990",0.550164619164619
"SPO0394",0.7072,"SPO0394","hypothetical protein","SPO_RS01995",1
"SPO0395",0.7618,"SPO0395","cyclic nucleotide-binding protein","SPO_RS02000",1
"SPO0396",NA,"mviN","integral membrane protein MviN","SPO_RS02005",NA
"SPO0397",0.0534,"glnD","protein-P-II uridylyltransferase","SPO_RS02010",0.530970509383378
"SPO0398",0.7234,"SPO0398","hypothetical protein","SPO_RS02015",1
"SPO0399",0.6716,"SPO0399","tetrapyrrole methylase family protein","SPO_RS02020",1
"SPO0400",0.12,"SPO0400","hypothetical protein","SPO_RS02025",0.819326086956522
"SPO0401",0.9216,"gshB","glutathione synthetase","SPO_RS02030",1
"SPO0402",0.6188,"comM","competence protein ComM","SPO_RS02035",1
"SPO0403",0.5428,"SPO0403","hypothetical protein","SPO_RS02040",1
"SPO0405",0.8158,"SPO0405","cobinamide kinase/cobinamide phosphate guanyltransferase","SPO_RS02050",1
"SPO0406",0.9822,"rpoH-1","RNA polymerase sigma-32 factor","SPO_RS02055",1
"SPO0407",0.7304,"SPO0407","hypothetical protein","SPO_RS02060",1
"SPO0409",0.151,"dut","deoxyuridine 5'-triphosphate nucleotidohydrolase","SPO_RS02070",0.870429017160686
"SPO0410",0.0278,"SPO0410","molybdopterin biosynthesis protein MoeB, putative","SPO_RS02075",0.333809659090909
"SPO0411",0.9394,"SPO0411","hypothetical protein","SPO_RS02080",1
"SPO0412",0.375,"SPO0412","hypothetical protein","",1
"SPO0413",0.7016,"SPO0413","Cys/Met metabolism PLP-dependent enzyme family protein","SPO_RS02090",1
"SPO0414",1.5744,"SPO0414","peptidyl-dipeptidase, putative","SPO_RS02095",1
"SPO0415",0,"SPO0415","D-isomer specific 2-hydroxyacid dehydrogenase family protein","SPO_RS02100",0
"SPO0417",0.056,"pbpA","penicillin-binding protein 2","SPO_RS02110",0.540778645833333
"SPO0419",NA,"mreC","rod shape-determining protein MreC","SPO_RS02120",NA
"SPO0421",0.7724,"SPO0421","hypothetical protein","SPO_RS02130",1
"SPO0422",0.0322,"leuA","2-isopropylmalate synthase","SPO_RS02135",0.334210674157303
"SPO0423",1.0652,"SPO0423","DNA-binding protein, putative","SPO_RS02140",1
"SPO0424",0.493,"SPO0424","membrane protein","SPO_RS02145",1
"SPO0425",0.9932,"SPO0425","MORN repeat protein","SPO_RS02150",1
"SPO0427",0.5066,"SPO0427","hypothetical protein","SPO_RS02160",1
"SPO0428",0.7544,"SPO0428","amino acid deaminase, putative","SPO_RS02165",1
"SPO0429",0.892,"SPO0429","metallo-beta-lactamase family protein","SPO_RS02170",1
"SPO0431",0.2522,"SPO0431","hypothetical protein","SPO_RS02180",1
"SPO0432",0.5042,"SPO0432","rrf2 family protein","SPO_RS02185",1
"SPO0433",0.3898,"SPO0433","ABC transporter, permease protein","SPO_RS02190",1
"SPO0434",0.6532,"SPO0434","ABC transporter, ATP-binding protein","SPO_RS02195",1
"SPO0435",0,"SPO0435","acyl-CoA thioesterase, putative","SPO_RS02200",0
"SPO0436",0,"SPO0436","hypothetical protein","SPO_RS02205",0
"SPO0437",0,"SPO0437","cold shock family protein","SPO_RS02210",0
"SPO0438",1.0194,"SPO0438","ErfK/YbiS/YcfS/YnhG family protein/Tat domain protein","SPO_RS02215",1
"SPO0439",0.76,"SPO0439","hypothetical protein","SPO_RS02220",1
"SPO0440",0.654,"SPO0440","thioesterase family protein","SPO_RS02225",1
"SPO0441",0.4926,"SPO0441","hypothetical protein","SPO_RS02230",1
"SPO0442",0.2944,"SPO0442","thioredoxin","SPO_RS02235",1
"SPO0443",1.2628,"SPO0443","hypothetical protein","SPO_RS02240",1
"SPO0444",0.6892,"SPO0444","hypothetical protein","SPO_RS02245",1
"SPO0445",0.715,"SPO0445","hypothetical protein","SPO_RS02250",1
"SPO0446",0.029,"SPO0446","ABC transporter, ATP-binding protein","SPO_RS02255",0.333809659090909
"SPO0447",0.7398,"SPO0447","hypothetical protein","SPO_RS02260",1
"SPO0448",0.189,"SPO0448","MOSC domain protein","SPO_RS02265",0.998705714285714
"SPO0450",0.9954,"SPO0450","hypothetical protein","SPO_RS02275",1
"SPO0451",0.058,"dacB","D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase","SPO_RS02280",0.542556962025316
"SPO0452",0.2508,"SPO0452","hypothetical protein","SPO_RS02285",1
"SPO0453",0.7094,"dddW","DMSP lyase","SPO_RS02290",1
"SPO0454",0,"SPO0454","transcriptional regulator, LysR family","SPO_RS02295",0
"SPO0456",1.0072,"SPO0456","hypothetical protein","SPO_RS02305",1
"SPO0457",1.0028,"SPO0457","hypothetical protein","SPO_RS02310",1
"SPO0458",0.4928,"SPO0458","hypothetical protein","",1
"SPO0460",0.9186,"SPO0460","hypothetical protein","",1
"SPO0461",1.0024,"SPO0461","ParA family protein","SPO_RS02325",1
"SPO0462",0.7546,"SPO0462","antibiotic biosynthesis monooxygenase domain protein","SPO_RS02330",1
"SPO0463",1.0008,"SPO0463","universal stress family protein","SPO_RS02335",1
"SPO0464",0.6698,"SPO0464","hypothetical protein","SPO_RS02340",1
"SPO0465",0.2012,"SPO0465","pyridoxamine 5'-phosphate oxidase family protein","SPO_RS02345",0.999252299605782
"SPO0466",0.404,"SPO0466","transporter, formate/nitrate family","SPO_RS02350",1
"SPO0467",1.0056,"SPO0467","transcriptional regulator, GntR family","SPO_RS02355",1
"SPO0468",0.7388,"phnG","alkylphosphonate utilization protein PhnG","SPO_RS02360",1
"SPO0469",0.7676,"phnH","alkylphosphonate utilization protein PhnH","SPO_RS02365",1
"SPO0470",0.9914,"phnI","alkylphosphonate utilization protein PhnI","SPO_RS02370",1
"SPO0471",0.4908,"phnJ","alkylphosphonate utilization protein PhnJ","SPO_RS02375",1
"SPO0472",0.197,"phnK","alkylphosphonate utilization protein PhnK","SPO_RS02380",0.999252299605782
"SPO0473",0.5406,"phnL","alkylphosphonate utilization protein PhnL","SPO_RS02385",1
"SPO0474",0.3982,"phnN","alkylphosphonate utilization protein PhnN","SPO_RS02390",1
"SPO0476",0.566,"phnM","alkylphosphonate utilization protein PhnM","SPO_RS02400",1
"SPO0477",0.6958,"SPO0477","hypothetical protein","",1
"SPO0478",1.5766,"SPO0478","hypothetical protein","SPO_RS02410",1
"SPO0479",0.1924,"SPO0479","ISSpo8, transposase","",0.999252299605782
"SPO0481",0,"SPO0481","acetyltransferase, GNAT family","SPO_RS02425",0
"SPO0482",0.172,"SPO0482","NADH-ubiquinone oxidoreductase family protein","SPO_RS02430",0.949516320474777
"SPO0483",0.9902,"SPO0483","microcystin dependent protein, putative","SPO_RS02435",1
"SPO0489",0.9894,"SPO0489","ISSpo2, transposase","SPO_RS02465",1
"SPO0490",0.4852,"SPO0490","calcium-binding domain protein","SPO_RS02470",1
"SPO0491",0.9912,"SPO0491","hypothetical protein","SPO_RS02475",1
"SPO0491a",0.4266,"SPO0491a","hypothetical protein","SPO_RS02480",1
"SPO0492",0.5736,"SPO0492","cyclic nucleotide-binding domain protein","SPO_RS02485",1
"SPO0503",0.0302,"rpmD","ribosomal protein L30","SPO_RS02540",0.333809659090909
"SPO0504",1.5786,"SPO0504","hypothetical protein","SPO_RS22750",1
"SPO0504a",2,"SPO0504a","hypothetical protein","",1
"SPO0507",1.0238,"adk-1","adenylate kinase","SPO_RS02560",1
"SPO0508",1.2918,"SPO0508","hypothetical protein","",1
"SPO0512",0.8068,"rplQ","ribosomal protein L17","SPO_RS02585",1
"SPO0513",0.1978,"SPO0513","hypothetical protein","SPO_RS02590",0.999252299605782
"SPO0514",0.992,"SPO0514","periplasmic serine protease, DO/DeqQ family","SPO_RS02595",1
"SPO0515",1.2674,"SPO0515","ATPase, AAA family","SPO_RS02600",1
"SPO0516",0.1174,"rluC","ribosomal large subunit pseudouridine synthase C","SPO_RS02605",0.819115887850467
"SPO0517",0.0324,"SPO0517","HAD-superfamily hydrolase, subfamily IA, variant 1","SPO_RS02610",0.33440782122905
"SPO0520",0.3978,"SPO0520","glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein","SPO_RS02625",1
"SPO0521",0.115,"SPO0521","glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein","SPO_RS02630",0.819115887850467
"SPO0522",0,"SPO0522","glutamate/glutamine/aspartate/asparagine ABC transporter, ATP-binding protein","SPO_RS02635",0
"SPO0523",0.1162,"SPO0523","phosphoglycerate mutase family protein","SPO_RS02640",0.819115887850467
"SPO0524",1.012,"SPO0524","hypothetical protein","SPO_RS02645",1
"SPO0525",0.5656,"SPO0525","sterol desaturase-like protein","SPO_RS02650",1
"SPO0526",1.0356,"argB","acetylglutamate kinase","SPO_RS02655",1
"SPO0527",0.8144,"SPO0527","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS02660",1
"SPO0528",0.429,"SPO0528","hypothetical protein","SPO_RS02665",1
"SPO0529",0.1128,"SPO0529","hypothetical protein","SPO_RS02670",0.819115887850467
"SPO0532",1.4166,"yidC","Membrane protein insertase YidC","SPO_RS02685",1
"SPO0533",0.0264,"SPO0533","diguanylate cyclase, putative","SPO_RS02690",0.333809659090909
"SPO0534",1,"ttcA","tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-)","SPO_RS02695",1
"SPO0535",0.473,"SPO0535","K+-dependent Na+/Ca+ exchanger related-protein","SPO_RS02700",1
"SPO0536",0.118,"SPO0536","putative protein TIGR00278","SPO_RS02705",0.819115887850467
"SPO0539",0.5342,"SPO0539","hypothetical protein","SPO_RS02720",1
"SPO0540",0.6292,"SPO0540","mercuric reductase, putative","SPO_RS02725",1
"SPO0541",0.6188,"SPO0541","sensor histidine kinase","SPO_RS02730",1
"SPO0543",0.8246,"SPO0543","hypothetical protein","SPO_RS02740",1
"SPO0544",0.6378,"SPO0544","aminomethyl transferase family protein","SPO_RS02745",1
"SPO0545",0.3428,"uvrB","UvrABC system protein B","SPO_RS02750",1
"SPO0546",0.4042,"SPO0546","hypothetical protein","SPO_RS02755",1
"SPO0547",0.5316,"SPO0547","hypothetical protein","SPO_RS02760",1
"SPO0548",0.4922,"SPO0548","hypothetical protein","SPO_RS02765",1
"SPO0549",0.999,"SPO0549","hypothetical protein","SPO_RS02770",1
"SPO0550",0.4368,"SPO0550","hypothetical protein","SPO_RS02775",1
"SPO0551",0.7766,"SPO0551","hypothetical protein","SPO_RS02780",1
"SPO0552",0.6804,"SPO0552","phosphoglycerate mutase family protein","SPO_RS02785",1
"SPO0553",0.829,"SPO0553","glycosyltransferase, group 1","SPO_RS02790",1
"SPO0554",0.0292,"SPO0554","glycosyl transferase, group 1 family protein","SPO_RS02795",0.333809659090909
"SPO0555",1.0558,"SPO0555","hypothetical protein","SPO_RS02800",1
"SPO0556",0.9914,"SPO0556","UDP-glucose/GDP-mannose dehydrogenase family protein","SPO_RS02805",1
"SPO0557",0.9946,"SPO0557","mechanosensitive ion channel family protein","SPO_RS02810",1
"SPO0558",0.0264,"SPO0558","oligopeptide ABC transporter, permease protein","SPO_RS02815",0.333809659090909
"SPO0559",1.0004,"SPO0559","oligopeptide ABC transporter, permease protein","SPO_RS02820",1
"SPO0560",0.419,"SPO0560","oligopeptide ABC transporter, periplasmic oligopeptide-binding protein","SPO_RS02825",1
"SPO0561",0.5524,"SPO0561","ABC transporter","SPO_RS02830",1
"SPO0562",0.858,"SPO0562","hypothetical protein","SPO_RS02835",1
"SPO0563",0.9258,"SPO0563","glutathione S-transferase, putative","SPO_RS02840",1
"SPO0564",0.1718,"SPO0564","aminomethyl transferase family protein","SPO_RS02845",0.949516320474777
"SPO0565",0.8426,"SPO0565","trimethylamine methyltransferase family protein","SPO_RS02850",1
"SPO0566",0.7866,"SPO0566","transcriptional regulator, TetR family","SPO_RS02855",1
"SPO0567",0.5636,"SPO0567","oxidoreductase, FAD-binding protein","SPO_RS02860",1
"SPO0568",0.9862,"SPO0568","pyruvate ferredoxin/flavodoxin oxidoreductase family protein","SPO_RS02865",1
"SPO0569",1.003,"SPO0569","transcriptional regulator, AsnC family","SPO_RS02870",1
"SPO0570",0.6536,"SPO0570","hypothetical protein","SPO_RS02875",1
"SPO0571",0.7432,"SPO0571","PKD domain protein","SPO_RS02880",1
"SPO0572",0.509,"SPO0572","adenylate/guanylate cyclase","SPO_RS22100",1
"SPO0573",0.1222,"SPO0573","hypothetical protein","SPO_RS02890",0.819326086956522
"SPO0574",1.134,"SPO0574","ABC transporter, transmembrane ATP-binding protein, putative","SPO_RS02895",1
"SPO0575",0.9962,"acdA-1","acyl-CoA dehydrogenase","SPO_RS02900",1
"SPO0576",0,"SPO0576","transcriptional regulator, TetR family","SPO_RS22105",0
"SPO0577",0.9044,"SPO0577","hypothetical protein","SPO_RS02910",1
"SPO0578",0.9956,"SPO0578","acetyl-CoA carboxylase carboxyltransferase","SPO_RS02915",1
"SPO0579",0.2314,"SPO0579","acetyl-CoA carboxylase, biotin carboxylase, putative","SPO_RS02920",1
"SPO0580",0.4262,"SPO0580","oxidoreductase, 2-nitropropane dioxygenase family","SPO_RS02925",1
"SPO0581",1.0162,"SPO0581","hypothetical protein","SPO_RS02930",1
"SPO0582",1.0128,"acdA-2","acyl-CoA dehydrogenase","SPO_RS02935",1
"SPO0583",0.2324,"SPO0583","transcriptional regulator, LysR family","SPO_RS02940",1
"SPO0584",0.0306,"aspC-1","aspartate aminotransferase","SPO_RS02945",0.333809659090909
"SPO0585",1.5634,"SPO0585","dehydrogenase/transketolase family protein","SPO_RS02950",1
"SPO0586",0.3618,"SPO0586","acyl-carrier domain protein","SPO_RS02955",1
"SPO0587",0.2864,"SPO0587","hypothetical protein","SPO_RS02960",1
"SPO0588",1.0228,"SPO0588","transcriptional regulator, LysR family","SPO_RS02965",1
"SPO0589",0.9952,"SPO0589","oxidoreductase, NAD-binding/iron-sulfur cluster-binding protein","SPO_RS02970",1
"SPO0590",0,"hpsR","transcriptional regulator, LacI family","SPO_RS02975",0
"SPO0591",0.9984,"hpsK","Dihydroxypropanesulfonate (DHPS) TRAP transporter","SPO_RS02985",1
"SPO0592",0.9858,"hpsL","Dihydroxypropanesulfonate (DHPS) TRAP transporter","SPO_RS02990",1
"SPO0593",0.5054,"hpsM","Dihydroxypropanesulfonate (DHPS) TRAP transporter","SPO_RS02995",1
"SPO0594",0.8914,"hpsN","dihydroxypropanesulfonate-3-dehydrogenase","SPO_RS03000",1
"SPO0595",0.5932,"hpsO","R or S-dihydroxypropanesulfonate-2-dehydrogenase","SPO_RS03005",1
"SPO0596",0.4222,"hpsP","S or R-dihydroxypropanesulfonate-2-dehydrogenase","SPO_RS03010",1
"SPO0597",0.9134,"hpsQ","UspA stress protein","SPO_RS03015",1
"SPO0598",0.8282,"slcD","Membrane-bound sulfolactate dehydrogenase","SPO_RS03020",1
"SPO0599",0.1104,"speB-1","agmatinase","SPO_RS03025",0.819115887850467
"SPO0600",0.9916,"nspC","carboxynorspermidine decarboxylase","SPO_RS03030",1
"SPO0601",0.1488,"SPO0601","saccharopine dehydrogenase","SPO_RS03035",0.861588419405321
"SPO0602",0.6264,"speA","arginine decarboxylase","SPO_RS03040",1
"SPO0604",0.5052,"SPO0604","hypothetical protein","SPO_RS03050",1
"SPO0605",0.294,"SPO0605","transcriptional regulator, MarR family","SPO_RS22110",1
"SPO0606",1.0058,"SPO0606","hypothetical protein","SPO_RS03060",1
"SPO0607",0.8478,"SPO0607","proline racemase, putative","SPO_RS03065",1
"SPO0608",0.6114,"SPO0608","sugar ABC transporter, periplasmic sugar-binding protein","SPO_RS03070",1
"SPO0609",1.0008,"SPO0609","sugar ABC transporter, ATP-binding protein","SPO_RS03075",1
"SPO0610",0.5908,"SPO0610","sugar ABC transporter, ATP-binding protein","SPO_RS03080",1
"SPO0611",0.7684,"SPO0611","sugar ABC transporter, permease protein","SPO_RS03085",1
"SPO0612",0.9596,"SPO0612","sugar ABC transporter, permease protein","SPO_RS03090",1
"SPO0613",0.1152,"SPO0613","hypothetical protein","SPO_RS03095",0.819115887850467
"SPO0614",0.3598,"SPO0614","transcriptional regulator, putative","SPO_RS03100",1
"SPO0615",1.0928,"SPO0615","hypothetical protein","SPO_RS03105",1
"SPO0616",0.9936,"SPO0616","oxidoreductase, zinc-binding dehydrogenase family","SPO_RS03110",1
"SPO0618",0.8976,"SPO0618","transcriptional regulator, AraC family","SPO_RS03120",1
"SPO0619",0.9972,"SPO0619","sterol desaturase family protein","SPO_RS23055",1
"SPO0620",0.3262,"SPO0620","hypothetical protein","",1
"SPO0621",0.2132,"SPO0621","ankrin repeat protein","SPO_RS03135",1
"SPO0622",0.984,"SPO0622","ISSpo1, transposase","SPO_RS03140",1
"SPO0623",0.5402,"SPO0623","cytochrome c oxidase domain protein","SPO_RS03145",1
"SPO0624",0.9818,"SPO0624","hypothetical protein","SPO_RS03150",1
"SPO0628",0.2334,"SPO0628","transposase, degenerate","SPO_RS03175",1
"SPO0628a",1.5142,"SPO0628a","hypothetical protein","SPO_RS03180",1
"SPO0629",1.0082,"SPO0629","ISSpo3, transposase","SPO_RS03185",1
"SPO0632",1.0134,"SPO0632","D-isomer specific 2-hydroxyacid dehydrogenase family protein","SPO_RS03200",1
"SPO0633",0.9976,"ggt","gamma-glutamyltranspeptidase","SPO_RS03205",1
"SPO0634",0.915,"SPO0634","oxidoreductase, FAD-binding protein","SPO_RS03210",1
"SPO0635",0.9946,"SPO0635","aminomethyl transferase family protein","SPO_RS03215",1
"SPO0636",0.6006,"SPO0636","EF hand domain protein","",1
"SPO0638",0.8896,"SPO0638","hypothetical protein","SPO_RS03225",1
"SPO0639",0.976,"SPO0639","transcriptional regulator, LysR family","SPO_RS03230",1
"SPO0641",1.0032,"SPO0641","hypothetical protein","SPO_RS03240",1
"SPO0642",1.0064,"SPO0642","oxidoreductase, FAD-binding protein","SPO_RS03245",1
"SPO0643",0.9972,"SPO0643","oxidoreductase, aldo/keto reductase family","SPO_RS03250",1
"SPO0644",0.718,"SPO0644","hypothetical protein","SPO_RS03255",1
"SPO0645",0.9954,"SPO0645","multidrug resistance efflux pump, putative","SPO_RS03260",1
"SPO0647",0.5902,"SPO0647","hypothetical protein","",1
"SPO0648",0.9956,"SPO0648","bmp family protein","SPO_RS03275",1
"SPO0649",0.2024,"SPO0649","sugar ABC transporter, permease protein","SPO_RS03280",0.999252299605782
"SPO0650",0.357,"SPO0650","sugar ABC transporter, permease protein","SPO_RS03285",1
"SPO0651",0.3762,"SPO0651","sugar ABC transporter, ATP-binding protein","SPO_RS03290",1
"SPO0652",0.6504,"xdhC","xanthine dehydrogenase accessory factor","SPO_RS03295",1
"SPO0653",0.7984,"xdhB","xanthine dehydrogenase, B subunit","SPO_RS03300",1
"SPO0654",0.1124,"xdhA","xanthine dehydrogenase, A subunit","SPO_RS03305",0.819115887850467
"SPO0655",0,"SPO0655","hypothetical protein","SPO_RS03310",0
"SPO0657",1.0086,"naaT","Metallochaperone, putative","SPO_RS22120",1
"SPO0658",0.1704,"naaS","N-acetyltaurine amidohydrolase","SPO_RS03325",0.945387387387387
"SPO0659",0.4582,"naaR","transcriptional regulator, LysR family","SPO_RS03330",1
"SPO0660",0.374,"naaA","N-acetyltaurine ABC transporter, periplasmic binding protein","SPO_RS03335",1
"SPO0661",0.655,"naaB","N-acetyltaurine ABC transporter, permease protein","SPO_RS03340",1
"SPO0662",0.4924,"naaB'","N-acetyltaurine ABC transporter, permease protein","SPO_RS03345",1
"SPO0663",0.3768,"naaC","N-acetyltaurine ABC transporter, ATP-binding protein","SPO_RS03350",1
"SPO0664",1.007,"naaC'","N-acetyltaurine ABC transporter, ATP-binding protein","SPO_RS03355",1
"SPO0665",0.911,"SPO0665","SlyX protein, putative","SPO_RS03360",1
"SPO0666",0.7206,"SPO0666","enoyl-CoA hydratase/isomerase family protein","SPO_RS03365",1
