spo,gene,funct,NCBI
SPO0402,comM,competence protein ComM,SPO_RS02035
SPO0403,SPO0403,hypothetical protein,SPO_RS02040
SPO0404,SPO0404,phosphoglycerate mutase family protein,SPO_RS02045
SPO0405,SPO0405,cobinamide kinase/cobinamide phosphate guanyltransferase,SPO_RS02050
SPO0406,rpoH-1,RNA polymerase sigma-32 factor,SPO_RS02055
SPO0407,SPO0407,hypothetical protein,SPO_RS02060
SPO0408,coaBC,phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase,SPO_RS02065
SPO0409,dut,deoxyuridine 5'-triphosphate nucleotidohydrolase,SPO_RS02070
SPO0410,SPO0410,"molybdopterin biosynthesis protein MoeB, putative",SPO_RS02075
SPO0411,SPO0411,hypothetical protein,SPO_RS02080
SPO0412,SPO0412,hypothetical protein,
SPO0413,SPO0413,Cys/Met metabolism PLP-dependent enzyme family protein,SPO_RS02090
SPO0414,SPO0414,"peptidyl-dipeptidase, putative",SPO_RS02095
SPO0415,SPO0415,D-isomer specific 2-hydroxyacid dehydrogenase family protein,SPO_RS02100
SPO0416,mreD,rod shape-determining protein MreD,SPO_RS02105
SPO0417,pbpA,penicillin-binding protein 2,SPO_RS02110
SPO0418,SPO0418,hypothetical protein,SPO_RS02115
SPO0419,mreC,rod shape-determining protein MreC,SPO_RS02120
SPO0420,mreB,rod shape-determining protein MreB,SPO_RS02125
SPO0421,SPO0421,hypothetical protein,SPO_RS02130
SPO0422,leuA,2-isopropylmalate synthase,SPO_RS02135
SPO0423,SPO0423,"DNA-binding protein, putative",SPO_RS02140
SPO0424,SPO0424,membrane protein,SPO_RS02145
SPO0425,SPO0425,MORN repeat protein,SPO_RS02150
SPO0426,nadE,glutamine-dependent NAD(+) synthetase,SPO_RS02155
SPO0427,SPO0427,hypothetical protein,SPO_RS02160
SPO0428,SPO0428,"amino acid deaminase, putative",SPO_RS02165
SPO0429,SPO0429,metallo-beta-lactamase family protein,SPO_RS02170
SPO0430,gltX-1,glutamyl-tRNA synthetase,SPO_RS02175
SPO0431,SPO0431,hypothetical protein,SPO_RS02180
SPO0432,SPO0432,rrf2 family protein,SPO_RS02185
SPO0433,SPO0433,"ABC transporter, permease protein",SPO_RS02190
SPO0434,SPO0434,"ABC transporter, ATP-binding protein",SPO_RS02195
SPO0435,SPO0435,"acyl-CoA thioesterase, putative",SPO_RS02200
SPO0436,SPO0436,hypothetical protein,SPO_RS02205
SPO0437,SPO0437,cold shock family protein,SPO_RS02210
SPO0438,SPO0438,ErfK/YbiS/YcfS/YnhG family protein/Tat domain protein,SPO_RS02215
SPO0439,SPO0439,hypothetical protein,SPO_RS02220
SPO0440,SPO0440,thioesterase family protein,SPO_RS02225
SPO0441,SPO0441,hypothetical protein,SPO_RS02230
SPO0442,SPO0442,thioredoxin,SPO_RS02235
SPO0443,SPO0443,hypothetical protein,SPO_RS02240
SPO0444,SPO0444,hypothetical protein,SPO_RS02245
SPO0445,SPO0445,hypothetical protein,SPO_RS02250
SPO0446,SPO0446,"ABC transporter, ATP-binding protein",SPO_RS02255
SPO0447,SPO0447,hypothetical protein,SPO_RS02260
SPO0448,SPO0448,MOSC domain protein,SPO_RS02265
SPO0449,nadD,nicotinate (nicotinamide) nucleotide adenylyltransferase,SPO_RS02270
SPO0450,SPO0450,hypothetical protein,SPO_RS02275
SPO0451,dacB,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,SPO_RS02280
SPO0452,SPO0452,hypothetical protein,SPO_RS02285
SPO0453,dddW,DMSP lyase,SPO_RS02290
SPO0454,SPO0454,"transcriptional regulator, LysR family",SPO_RS02295
SPO0455,lysS,lysyl-tRNA synthetase,SPO_RS02300
SPO0456,SPO0456,hypothetical protein,SPO_RS02305
SPO0457,SPO0457,hypothetical protein,SPO_RS02310
SPO0458,SPO0458,hypothetical protein,
SPO0459,SPO0459,hypothetical protein,SPO_RS02315
SPO0460,SPO0460,hypothetical protein,
SPO0461,SPO0461,ParA family protein,SPO_RS02325
SPO0462,SPO0462,antibiotic biosynthesis monooxygenase domain protein,SPO_RS02330
SPO0463,SPO0463,universal stress family protein,SPO_RS02335
SPO0464,SPO0464,hypothetical protein,SPO_RS02340
SPO0465,SPO0465,pyridoxamine 5'-phosphate oxidase family protein,SPO_RS02345
SPO0466,SPO0466,"transporter, formate/nitrate family",SPO_RS02350
SPO0467,SPO0467,"transcriptional regulator, GntR family",SPO_RS02355
SPO0468,phnG,alkylphosphonate utilization protein PhnG,SPO_RS02360
SPO0469,phnH,alkylphosphonate utilization protein PhnH,SPO_RS02365
SPO0470,phnI,alkylphosphonate utilization protein PhnI,SPO_RS02370
SPO0471,phnJ,alkylphosphonate utilization protein PhnJ,SPO_RS02375
SPO0472,phnK,alkylphosphonate utilization protein PhnK,SPO_RS02380
SPO0473,phnL,alkylphosphonate utilization protein PhnL,SPO_RS02385
SPO0474,phnN,alkylphosphonate utilization protein PhnN,SPO_RS02390
SPO0475,SPO0475,hypothetical protein,SPO_RS02395
SPO0476,phnM,alkylphosphonate utilization protein PhnM,SPO_RS02400
SPO0477,SPO0477,hypothetical protein,
SPO0478,SPO0478,hypothetical protein,SPO_RS02410
SPO0479,SPO0479,"ISSpo8, transposase",
SPO0481,SPO0481,"acetyltransferase, GNAT family",SPO_RS02425
SPO0482,SPO0482,NADH-ubiquinone oxidoreductase family protein,SPO_RS02430
SPO0483,SPO0483,"microcystin dependent protein, putative",SPO_RS02435
SPO0484,rplB,ribosomal protein L2,SPO_RS02440
SPO0485,rpsS,ribosomal protein S19,SPO_RS02445
SPO0486,rplV,ribosomal protein L22,SPO_RS02450
SPO0487,rpsC,ribosomal protein S3,SPO_RS02455
SPO0488,rplP,ribosomal protein L16,SPO_RS02460
SPO0489,SPO0489,"ISSpo2, transposase",SPO_RS02465
SPO0490,SPO0490,calcium-binding domain protein,SPO_RS02470
SPO0491,SPO0491,hypothetical protein,SPO_RS02475
SPO0491a,SPO0491a,hypothetical protein,SPO_RS02480
SPO0492,SPO0492,cyclic nucleotide-binding domain protein,SPO_RS02485
SPO0493,rpmC,ribosomal protein L29,SPO_RS02490
SPO0494,rpsQ,ribosomal protein S17,SPO_RS02495
SPO0495,rplN,ribosomal protein L14,SPO_RS02500
SPO0496,rplX,ribosomal protein L24,SPO_RS02505
SPO0497,rplE,ribosomal protein L5,SPO_RS02510
SPO0498,rpsN,ribosomal protein S14,SPO_RS02515
SPO0499,rpsH,ribosomal protein S8,SPO_RS02520
SPO0500,rplF,ribosomal protein L6,SPO_RS02525
SPO0501,rplR,ribosomal protein L18,SPO_RS02530
SPO0502,rpsE,ribosomal protein S5,SPO_RS02535
SPO0503,rpmD,ribosomal protein L30,SPO_RS02540
SPO0504,SPO0504,hypothetical protein,SPO_RS22750
SPO0504a,SPO0504a,hypothetical protein,
SPO0505,rplO,ribosomal protein L15,SPO_RS02550
SPO0506,secY,"preprotein translocase, SecY subunit",SPO_RS02555
SPO0507,adk-1,adenylate kinase,SPO_RS02560
SPO0508,SPO0508,hypothetical protein,
SPO0509,rpsM,ribosomal protein S13,SPO_RS02570
SPO0510,rpsK,ribosomal protein S11,SPO_RS02575
SPO0511,rpoA,"DNA-directed RNA polymerase, alpha subunit",SPO_RS02580
SPO0512,rplQ,ribosomal protein L17,SPO_RS02585
SPO0513,SPO0513,hypothetical protein,SPO_RS02590
SPO0514,SPO0514,"periplasmic serine protease, DO/DeqQ family",SPO_RS02595
SPO0515,SPO0515,"ATPase, AAA family",SPO_RS02600
SPO0516,rluC,ribosomal large subunit pseudouridine synthase C,SPO_RS02605
SPO0517,SPO0517,"HAD-superfamily hydrolase, subfamily IA, variant 1",SPO_RS02610
SPO0518,SPO0518,hypothetical protein,SPO_RS02615
SPO0519,SPO0519,"glutamate/glutamine/aspartate/asparagine ABC transporter, periplasmic substrate-binding protein",SPO_RS02620
SPO0520,SPO0520,"glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein",SPO_RS02625
SPO0521,SPO0521,"glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein",SPO_RS02630
SPO0522,SPO0522,"glutamate/glutamine/aspartate/asparagine ABC transporter, ATP-binding protein",SPO_RS02635
SPO0523,SPO0523,phosphoglycerate mutase family protein,SPO_RS02640
SPO0524,SPO0524,hypothetical protein,SPO_RS02645
SPO0525,SPO0525,sterol desaturase-like protein,SPO_RS02650
SPO0526,argB,acetylglutamate kinase,SPO_RS02655
SPO0527,SPO0527,"oxidoreductase, short chain dehydrogenase/reductase family",SPO_RS02660
SPO0528,SPO0528,hypothetical protein,SPO_RS02665
SPO0529,SPO0529,hypothetical protein,SPO_RS02670
SPO0530,engB,Probable GTP-binding protein EngB,SPO_RS02675
SPO0531,SPO0531,MOSC domain protein,SPO_RS02680
SPO0532,yidC,Membrane protein insertase YidC ,SPO_RS02685
SPO0533,SPO0533,"diguanylate cyclase, putative",SPO_RS02690
SPO0534,ttcA,tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-),SPO_RS02695
SPO0535,SPO0535,K+-dependent Na+/Ca+ exchanger related-protein,SPO_RS02700
SPO0536,SPO0536,putative protein TIGR00278,SPO_RS02705
SPO0537,rnpA,Ribonuclease P protein component (RNase P protein) (EC 3.1.26.5),SPO_RS02710
SPO0538,rpmH,ribosomal protein L34,SPO_RS02715
SPO0539,SPO0539,hypothetical protein,SPO_RS02720
SPO0540,SPO0540,"mercuric reductase, putative",SPO_RS02725
SPO0541,SPO0541,sensor histidine kinase,SPO_RS02730
SPO0543,SPO0543,hypothetical protein,SPO_RS02740
SPO0544,SPO0544,aminomethyl transferase family protein,SPO_RS02745
SPO0545,uvrB,UvrABC system protein B,SPO_RS02750
SPO0546,SPO0546,hypothetical protein,SPO_RS02755
SPO0547,SPO0547,hypothetical protein,SPO_RS02760
SPO0548,SPO0548,hypothetical protein,SPO_RS02765
SPO0549,SPO0549,hypothetical protein,SPO_RS02770
SPO0550,SPO0550,hypothetical protein,SPO_RS02775
SPO0551,SPO0551,hypothetical protein,SPO_RS02780
SPO0552,SPO0552,phosphoglycerate mutase family protein,SPO_RS02785
SPO0553,SPO0553,"glycosyltransferase, group 1",SPO_RS02790
SPO0554,SPO0554,"glycosyl transferase, group 1 family protein",SPO_RS02795
SPO0555,SPO0555,hypothetical protein,SPO_RS02800
SPO0556,SPO0556,UDP-glucose/GDP-mannose dehydrogenase family protein,SPO_RS02805
SPO0557,SPO0557,mechanosensitive ion channel family protein,SPO_RS02810
SPO0558,SPO0558,"oligopeptide ABC transporter, permease protein",SPO_RS02815
SPO0559,SPO0559,"oligopeptide ABC transporter, permease protein",SPO_RS02820
SPO0560,SPO0560,"oligopeptide ABC transporter, periplasmic oligopeptide-binding protein",SPO_RS02825
SPO0561,SPO0561,ABC transporter,SPO_RS02830
SPO0562,SPO0562,hypothetical protein,SPO_RS02835
SPO0563,SPO0563,"glutathione S-transferase, putative",SPO_RS02840
SPO0564,SPO0564,aminomethyl transferase family protein,SPO_RS02845
SPO0565,SPO0565,trimethylamine methyltransferase family protein,SPO_RS02850
SPO0566,SPO0566,"transcriptional regulator, TetR family",SPO_RS02855
SPO0567,SPO0567,"oxidoreductase, FAD-binding protein",SPO_RS02860
SPO0568,SPO0568,pyruvate ferredoxin/flavodoxin oxidoreductase family protein,SPO_RS02865
SPO0569,SPO0569,"transcriptional regulator, AsnC family",SPO_RS02870
SPO0570,SPO0570,hypothetical protein,SPO_RS02875
SPO0571,SPO0571,PKD domain protein,SPO_RS02880
SPO0572,SPO0572,adenylate/guanylate cyclase,SPO_RS22100
SPO0573,SPO0573,hypothetical protein,SPO_RS02890
SPO0574,SPO0574,"ABC transporter, transmembrane ATP-binding protein, putative",SPO_RS02895
SPO0575,acdA-1,acyl-CoA dehydrogenase,SPO_RS02900
SPO0576,SPO0576,"transcriptional regulator, TetR family",SPO_RS22105
SPO0577,SPO0577,hypothetical protein,SPO_RS02910
SPO0578,SPO0578,acetyl-CoA carboxylase carboxyltransferase,SPO_RS02915
SPO0579,SPO0579,"acetyl-CoA carboxylase, biotin carboxylase, putative",SPO_RS02920
SPO0580,SPO0580,"oxidoreductase, 2-nitropropane dioxygenase family",SPO_RS02925
SPO0581,SPO0581,hypothetical protein,SPO_RS02930
SPO0582,acdA-2,acyl-CoA dehydrogenase,SPO_RS02935
SPO0583,SPO0583,"transcriptional regulator, LysR family",SPO_RS02940
SPO0584,aspC-1,aspartate aminotransferase,SPO_RS02945
SPO0585,SPO0585,dehydrogenase/transketolase family protein,SPO_RS02950
SPO0586,SPO0586,acyl-carrier domain protein,SPO_RS02955
SPO0587,SPO0587,hypothetical protein,SPO_RS02960
SPO0588,SPO0588,"transcriptional regulator, LysR family",SPO_RS02965
SPO0589,SPO0589,"oxidoreductase, NAD-binding/iron-sulfur cluster-binding protein",SPO_RS02970
SPO0590,hpsR,"transcriptional regulator, LacI family",SPO_RS02975
SPO0591,hpsK,Dihydroxypropanesulfonate (DHPS) TRAP transporter,SPO_RS02985
SPO0592,hpsL,Dihydroxypropanesulfonate (DHPS) TRAP transporter,SPO_RS02990
SPO0593,hpsM,Dihydroxypropanesulfonate (DHPS) TRAP transporter,SPO_RS02995
SPO0594,hpsN,dihydroxypropanesulfonate-3-dehydrogenase,SPO_RS03000
SPO0595,hpsO,R or S-dihydroxypropanesulfonate-2-dehydrogenase,SPO_RS03005
SPO0596,hpsP,S or R-dihydroxypropanesulfonate-2-dehydrogenase,SPO_RS03010
SPO0597,hpsQ,UspA stress protein,SPO_RS03015
SPO0598,slcD,Membrane-bound sulfolactate dehydrogenase,SPO_RS03020
SPO0599,speB-1,agmatinase,SPO_RS03025
SPO0600,nspC,carboxynorspermidine decarboxylase,SPO_RS03030
SPO0601,SPO0601,saccharopine dehydrogenase,SPO_RS03035
SPO0602,speA,arginine decarboxylase,SPO_RS03040
SPO0603,SPO0603,hypothetical protein,SPO_RS03045
SPO0604,SPO0604,hypothetical protein,SPO_RS03050
SPO0605,SPO0605,"transcriptional regulator, MarR family",SPO_RS22110
SPO0606,SPO0606,hypothetical protein,SPO_RS03060
SPO0607,SPO0607,"proline racemase, putative",SPO_RS03065
SPO0608,SPO0608,"sugar ABC transporter, periplasmic sugar-binding protein",SPO_RS03070
SPO0609,SPO0609,"sugar ABC transporter, ATP-binding protein",SPO_RS03075
SPO0610,SPO0610,"sugar ABC transporter, ATP-binding protein",SPO_RS03080
SPO0611,SPO0611,"sugar ABC transporter, permease protein",SPO_RS03085
SPO0612,SPO0612,"sugar ABC transporter, permease protein",SPO_RS03090
SPO0613,SPO0613,hypothetical protein,SPO_RS03095
SPO0614,SPO0614,"transcriptional regulator, putative",SPO_RS03100
SPO0615,SPO0615,hypothetical protein,SPO_RS03105
SPO0616,SPO0616,"oxidoreductase, zinc-binding dehydrogenase family",SPO_RS03110
SPO0618,SPO0618,"transcriptional regulator, AraC family",SPO_RS03120
SPO0619,SPO0619,sterol desaturase family protein,SPO_RS23055
SPO0620,SPO0620,hypothetical protein,
SPO0621,SPO0621,ankrin repeat protein,SPO_RS03135
SPO0622,SPO0622,"ISSpo1, transposase",SPO_RS03140
SPO0623,SPO0623,cytochrome c oxidase domain protein,SPO_RS03145
SPO0624,SPO0624,hypothetical protein,SPO_RS03150
SPO0628,SPO0628,"transposase, degenerate",SPO_RS03175
SPO0628a,SPO0628a,hypothetical protein,SPO_RS03180
SPO0629,SPO0629,"ISSpo3, transposase",SPO_RS03185
SPO0631,SPO0631,hypothetical protein,SPO_RS03195
SPO0632,SPO0632,D-isomer specific 2-hydroxyacid dehydrogenase family protein,SPO_RS03200
SPO0633,ggt,gamma-glutamyltranspeptidase,SPO_RS03205
SPO0634,SPO0634,"oxidoreductase, FAD-binding protein",SPO_RS03210
SPO0635,SPO0635,aminomethyl transferase family protein,SPO_RS03215
SPO0636,SPO0636,EF hand domain protein,
SPO0637,SPO0637,hypothetical protein,
SPO0638,SPO0638,hypothetical protein,SPO_RS03225
SPO0639,SPO0639,"transcriptional regulator, LysR family",SPO_RS03230
SPO0640,SPO0640,4-carboxymuconolactone decarboxylase domain/ alkylhydroperoxidase AhpD family core domain protein,SPO_RS03235
SPO0641,SPO0641,hypothetical protein,SPO_RS03240
SPO0642,SPO0642,"oxidoreductase, FAD-binding protein",SPO_RS03245
SPO0643,SPO0643,"oxidoreductase, aldo/keto reductase family",SPO_RS03250
SPO0644,SPO0644,hypothetical protein,SPO_RS03255
SPO0645,SPO0645,"multidrug resistance efflux pump, putative",SPO_RS03260
SPO0646,SPO0646,hypothetical protein,SPO_RS22115
SPO0647,SPO0647,hypothetical protein,
SPO0648,SPO0648,bmp family protein,SPO_RS03275
SPO0649,SPO0649,"sugar ABC transporter, permease protein",SPO_RS03280
SPO0650,SPO0650,"sugar ABC transporter, permease protein",SPO_RS03285
SPO0651,SPO0651,"sugar ABC transporter, ATP-binding protein",SPO_RS03290
SPO0652,xdhC,xanthine dehydrogenase accessory factor,SPO_RS03295
SPO0653,xdhB,"xanthine dehydrogenase, B subunit",SPO_RS03300
SPO0654,xdhA,"xanthine dehydrogenase, A subunit",SPO_RS03305
SPO0655,SPO0655,hypothetical protein,SPO_RS03310
SPO0656,dnaE,"DNA polymerase III, alpha subunit",SPO_RS03315
SPO0657,naaT,"Metallochaperone, putative",SPO_RS22120
SPO0658,naaS,N-acetyltaurine amidohydrolase,SPO_RS03325
SPO0659,naaR,"transcriptional regulator, LysR family",SPO_RS03330
SPO0660,naaA,"N-acetyltaurine ABC transporter, periplasmic binding protein",SPO_RS03335
SPO0661,naaB,"N-acetyltaurine ABC transporter, permease protein",SPO_RS03340
SPO0662,naaB',"N-acetyltaurine ABC transporter, permease protein",SPO_RS03345
SPO0663,naaC,"N-acetyltaurine ABC transporter, ATP-binding protein",SPO_RS03350
SPO0664,naaC',"N-acetyltaurine ABC transporter, ATP-binding protein",SPO_RS03355
SPO0665,SPO0665,"SlyX protein, putative",SPO_RS03360
SPO0666,SPO0666,enoyl-CoA hydratase/isomerase family protein,SPO_RS03365
SPO0667,hisS,histidyl-tRNA synthetase,SPO_RS03370
SPO0668,SPO0668,histidyl-tRNA synthetase-like protein,SPO_RS03375
SPO0669,SPO0669,"ATP phosphoribosyltransferase, putative",SPO_RS03380
SPO0670,dnaE2,Error-prone DNA polymerase (EC 2.7.7.7),SPO_RS03385
SPO0671,SPO0671,hypothetical protein,SPO_RS03390
SPO0672,SPO0672,hypothetical protein,SPO_RS03395
SPO0673,tpa,taurine--pyruvate aminotransferase,SPO_RS03400
SPO0674,tauA,"taurine ABC transporter, periplasmic taurine-binding protein",SPO_RS03405
SPO0675,tauB,"taurine ABC transporter, ATP-binding protein",SPO_RS03410
SPO0676,tauC,"taurine ABC transporter, permease protein",
SPO0677,dmdB1,3-methylmercaptopropionyl-CoA ligase,SPO_RS03420
SPO0678,SPO0678,"agmatinase, putative",SPO_RS03425
SPO0679,hmgC,maleylacetoacetate isomerase,SPO_RS03430
SPO0680,SPO0680,glyoxalase family protein,SPO_RS03435
SPO0681,SPO0681,hypothetical protein,SPO_RS03440
SPO0682,SPO0682,monooxygenase family protein,SPO_RS03445
SPO0683,SPO0683,metallo-beta-lactamase family protein,SPO_RS03450
SPO0684,SPO0684,glyoxalase family protein,SPO_RS03455
SPO0685,hmgB,fumarylacetoacetase,SPO_RS03460
SPO0686,hmgA,"homogentisate 1,2-dioxygenase",SPO_RS03465
SPO0687,SPO0687,"transcriptional regulator, MarR family",SPO_RS03470
SPO0688,SPO0688,adenylate/guanylate cyclase,SPO_RS03475
SPO0689,SPO0689,hypothetical protein,SPO_RS03480
SPO0690,SPO0690,hypothetical protein,SPO_RS03485
SPO0691,era,GTP-binding protein Era,SPO_RS03490
SPO0692,SPO0692,multicopper oxidase,SPO_RS03495
SPO0693,SPO0693,isobutyryl-CoA dehydrogenase,SPO_RS03500
SPO0694,SPO0694,hypothetical protein,SPO_RS03505
SPO0695,SPO0695,hypothetical protein,SPO_RS03510
SPO0697,modC,"molybdate ABC transporter, ATP-binding protein",SPO_RS03520
SPO0698,modB,"molybdate ABC transporter, permease protein",SPO_RS03525
SPO0699,modA,"molybdate ABC transporter, periplasmic molybdate-binding protein",SPO_RS03530
SPO0700,SPO0700,"molybdenum-binding transcriptional regulator, ModE family",SPO_RS03535
SPO0701,gap-1,"glyceraldehyde-3-phosphate dehydrogenase, type I",SPO_RS03540
SPO0702,SPO0702,"oligopeptide ABC transporter, ATP-binding protein",SPO_RS03545
SPO0703,SPO0703,"oligopeptide ABC transporter, ATP-binding protein",SPO_RS03550
SPO0704,SPO0704,"oligopeptide ABC transporter, permease protein",SPO_RS03555
SPO0705,SPO0705,"oligopeptide ABC transporter, permease protein",SPO_RS03560
SPO0706,SPO0706,"oligopeptide ABC transporter, periplasmic oligopeptide-binding protein",SPO_RS03565
SPO0707,SPO0707,"transcriptional regulator, DeoR family",SPO_RS03570
SPO0708,SPO0708,invasion protein IbeA,SPO_RS03575
SPO0709,pckA,phosphoenolpyruvate carboxykinase (ATP),SPO_RS03580
SPO0710,chvI,DNA-binding response regulator ChvI,SPO_RS03585
SPO0711,chvG,sensor histidine kinase ChvG,SPO_RS03590
SPO0712,SPO0712,Hpr serine kinase/phosphatase domain protein,SPO_RS03595
SPO0713,SPO0713,"ATPase, putative",SPO_RS03600
SPO0714,SPO0714,"PTS system IIA component, Man family",SPO_RS03605
SPO0715,SPO0715,phosphocarrier protein HPr,SPO_RS03610
SPO0716,SPO0716,hypothetical protein,SPO_RS03615
SPO0717,bhbD,3-hydroxybutyryl-CoA dehydrogenase,SPO_RS03620
SPO0718,SPO0718,hypothetical protein,SPO_RS03625
SPO0719,etfA,"electron transfer flavoprotein, alpha subunit",SPO_RS03630
SPO0720,etfB,"electron transfer flavoprotein, beta subunit",SPO_RS03635
SPO0721,SPO0721,glyoxalase family protein,SPO_RS03640
SPO0722,SPO0722,"ATP:cob(I)alamin adenosyltransferase, putative",SPO_RS03645
SPO0723,SPO0723,hypothetical protein,SPO_RS03650
SPO0724,SPO0724,"oxidoreductase, short-chain dehydrogenase/reductase family",SPO_RS03655
SPO0725,SPO0725,Bacterial SH3 domain family protein,SPO_RS03660
SPO0726,parC,"DNA topoisomerase IV, A subunit",SPO_RS03665
SPO0727,SPO0727,hypothetical protein,SPO_RS03670
SPO0728,tuf-1,translation elongation factor Tu,SPO_RS03675
SPO0729,SPO0729,hypothetical protein,SPO_RS03680
SPO0731,glpR,glycerol-3-phosphate regulon repressor,SPO_RS03690
SPO0732,glpD,aerobic glycerol-3-phosphate dehydrogenase,SPO_RS03695
SPO0733,SPO0733,"esterase, putative",SPO_RS03700
SPO0734,SPO0734,PaaX domain protein,SPO_RS03705
SPO0735,paaZ,phenylacetic acid degradation protein PaaZ,SPO_RS03710
SPO0736,SPO0736,"TRAP dicarboxylate transporter, DctM subunit",SPO_RS03715
SPO0737,SPO0737,"TRAP dicarboxylate transporter family protein, DctQ subunit",SPO_RS03720
